Smiles,endpoint
CC(C1(OC2(C)CC1)CC2)C,0
CC1(OC(C)(C)C2CC1)CC2,0
O=C1NC(c2cc(O)ccc2)(c3ccccc3)C(=O)N1,0
O=C1NC(c2ccc(O)cc2)(c3ccccc3)C(=O)N1,0
O=C1Oc(c2C(C(F)(F)F)=C1)cc(OCc3c(C(F)(F)F)ccc(C(F)(F)F)c3)cc2,0
CCC1C(O)(C)C(O)C(C)C(=O)C(C)CC(OC)(C)C(OC2C(O)C(N(C)C)CC(C)O2)C(C)C(OC3OC(C)C(O)C(OC)(C)C3)C(C)C(=O)O1,0
CC1(C2C(C3C(C(C(CO)=O)(O)CC3)(C)CC2O)CC4)C4=CC(=O)CC1,0
CCOC(C(C(c1c(Cl)c(Cl)ccc1)C(C(OC)=O)=C(C)N2)=C2C)=O,0
CCN(CC)C=O,0
CC(NC(C(O)=O)CSC(C(C(F)F)OCF)(F)F)=O,0
CC(NC(C(O)=O)CSC(=C(C(F)F)OCF)F)=O,0
NC(C(O)=O)CSC(=C(C(=C(Cl)Cl)Cl)Cl)Cl,0
Cc1c(OCC(NC(C(CC(NC(C(N2C(=O)NCCC2)C(C)C)=O)Cc3ccccc3)O)Cc4ccccc4)=O)c(C)ccc1,0
CCC(N(C1(CCN(CCN2C(=O)N(CC)N=N2)CC1)COC)c3ccccc3)=O,0
CC(C1(C(=O)N(C2(O)O1)CC(=O)N(C23)CCC3)NC(C4CN(C)C(C5C4)Cc(c(c6ccc7)c57)c[nH]6)=O)C,0
CC1C(C2(C(C)C)CC1=O)C2,0
CC1(C(=O)CC2)C2C3C(C(C)(C(=C4)CC3)CCC4=O)CC1,0
O=C1Nc(c2CC1)cc(OCCCCN3CCN(c4c(Cl)c(Cl)ccc4)CC3)cc2,0
CC1C(C(OOC2(C)O3)(C4CC1)C3OC(OCc5ccc(C(O)=O)cc5)C4C)CC2,0
CC(CC1N(C2(O)C(N3C1=O)CCC3)C(=O)C(C(C)C)(NC(C4CN(C)C(C5=C4)Cc(c(c6ccc7)c57)c(Br)[nH]6)=O)O2)C,0
CCCC1OC(C(CO)=O)(C2O1)C(C)(C3C2)CC(O)C(C34)C(C)(C(=C5)CC4)C=CC5=O,0
CCCC1CN(C)C(C(NC(C2C(O)C(O)C(O)C(SC)O2)C(Cl)C)=O)C1,0
COC(C1C(N(C)C2CC1OC(c3ccccc3)=O)CC2)=O,0
COc1c(OC)c(OC)c2c(CCC(NC(=O)C)C(C2=C3)=CC(=O)C(OC)=C3)c1,0
O=C(c1c(c2cc3c(C(O)C(Cc4ccccc4)CO3)cc2)cc(C(F)(F)F)cc1)O,0
COc1c(CC2C(O)c(c3OC2)cc(OCc4sc(c5n4)cc(F)c(F)c5)cc3)cc(NS(C(F)(F)F)(=O)=O)cc1,0
CCN(S(NC1CN(C)C(C2C1)Cc3c(c24)c(n(CC)c3)ccc4)(=O)=O)CC,0
CC=CCC(C(C1N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C(=O)C(CC)NC1=O)O)C,0
CC(C1C(C)(C2CC1)C(O)CC(C23)C(C)(C4CC3)CCC(O)C4)CCC(O)=O,0
CN(CCOC1(C(C(C)(C)C2C1)(C)CC2)c3ccccc3)C,0
CCC(OC(C(CN(C)C)C)(c1ccccc1)Cc2ccccc2)=O,0
CC1(C(=O)CC2)C2C3C(C(C)(C4=CC3)CCC(O)C4)CC1,0
CC(N(C(C)C)CCC(c1ncccc1)(c2ccccc2)C(=O)N)C,0
CC(OC1(C(C2(C)C(O)C3)C(OC(c4ccccc4)=O)C(C(C)(C)C(=C5C)C(O)C2=O)(O)CC5OC(C(C(c6ccccc6)NC(OC(C)(C)C)=O)O)=O)C3OC1)=O,0
CNC(Cc1cc(c2cc1)n(C3CCN(CCc4c(F)cccc4)CC3)cc2)=O,0
CC(c1ccc(C(CCN2CCC(OC(c3ccccc3)c4ccccc4)CC2)=O)cc1)(C)C,0
COC(C1C(C2(C3O2)C(C)(C(=C4)C1)CCC4=O)C5C(C6(OC(=O)CC6)CC5)(C)C3)=O,0
CCC1C(O)(C)C(O)C(C)CC(C)CC(O)(C)C(OC2C(O)C(N(C)C)CC(C)O2)C(C)C(OC3OC(C)C(O)C(OC)(C)C3)C(C)CO1,0
Clc1cc2c(n(c3CN=C2c4ccccc4)cnn3)cc1,0
CCS(c1c(N)n(c2c(Cl)cc(C(F)(F)F)cc2Cl)nc1C#N)=O,0
Cc1ncc(c2c(c3ccc(S(=O)(=O)C)cc3)cc(Cl)cn2)cc1,0
COC1C(C)=CC=CC=CC(C)CC(C)C(=O)C(OC)C(O)C(C)=CC(C)C(=O)CC(C(CC2CC(OC)C(OCCO)CC2)C)OC(=O)C(N3C(=O)C(=O)C(OC4C1)(O)C(C)CC4)CCCC3,0
CCC(N(C1CCN(CCc2ccccc2)CC1)c3ccccc3)=O,0
CC(NC(C1C(C)(C2CC1)CCC(C23)C(C)(C4CC3)C=CC(=O)N4)=O)(C)C,0
CN1c(c2C(=O)C(S(=O)C)=C1)cc(F)cc2,0
Cc1c(C(NC2C3N(C(C(O)=O)C(C)(C)S3)C2=O)=O)c(c4c(Cl)cccc4F)no1,0
CN(C1CCC2)C2CC(NC(c3c(c4n(C)n3)cccc4)=O)C1,0
Cc1c(Nc2nc(c3cnccc3)ccn2)cc(NC(c4ccc(CN5CCN(C)CC5)cc4)=O)cc1,0
CC(NC(C1N(CC(CC(C(NC2C(O)Cc(c23)cccc3)=O)Cc4ccccc4)O)CCN(Cc5cnccc5)C1)=O)(C)C,0
CCc1c(c2nc3c1CN(C3=C4)C(=O)C5=C4C(CC)(O)C(=O)OC5)cc(OC(N6CCC(N7CCCCC7)CC6)=O)cc2,0
c1cc(c2cc1)ccnc2,0
CCC(N1C(=O)N(c2ccc(N3CCN(c4ccc(OCC5OC(c6c(Cl)cc(Cl)cc6)(Cn7ncnc7)OC5)cc4)CC3)cc2)C=N1)C,0
CN1CCN(C(NC(C(NC(CCc2ccccc2)C=CS(c3ccccc3)(=O)=O)=O)Cc4ccccc4)=O)CC1,0
N#Cc1c(c2ccc1)cc(C(NC(N)=N)=O)s2,0
CCN(c1ccccc1)C(C(C(=O)N(C)c(c23)cccc2Cl)=C3O)=O,0
CN(c1ccc(C2C(C3C4C(C(C=CCO)(O)CC4)(C)C2)=C(C(=C5)CC3)CCC5=O)cc1)C,0
CN(CC1OCCn2cc(c(c23)cccc3)C4=C(C(=O)NC4=O)c5cn(c(c56)cccc6)CC1)C,0
Cc1c(N2C(=O)c(c3N=C2C)cccc3)cccc1,0
CC1N(C2(c3c(Cl)cccc3)OC1)CC(=O)Nc(c24)ccc(Cl)c4,0
CC#CC1(C(C)(C2CC1)CC(c3ccc(N(C)C)cc3)C(C24)=C(C(=C5)CC4)CCC5=O)O,0
C=CCc1cc2c(OCO2)c(OC)c1,0
c1cc(c2cc1)cccc2,0
CCC(N(CCOc1ccccc1)C(=O)N2CCCN3CCN(c4cc(Cl)ccc4)CC3)=N2,0
COC(C(C(c1c([N+]([O-])=O)cccc1)C(C(OC)=O)=C(C)N2)=C2C)=O,0
CCN(CC#CC(OC(C(C1CCCCC1)(c2ccccc2)O)=O)(C)C)CC,0
CN(CCC=C1c(c2OCc(c13)cccc3)cc(CC(O)=O)cc2)C,0
CN(c1ccc(C2C(C3C4C(C(CCCO)(O)CC4)(C)C2)=C(C(=C5)CC3)CCC5=O)cc1)C,0
C#CC1(C(C)(C2C=C1)CC(=C)C(C23)C(C(=C4)CC3)CCC4=O)O,0
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1,0
c1ccc(C2(CCCCC2)N3CCCCC3)cc1,0
CC(C(C)(C)C)NC(Nc1ccncc1)=NC#N,0
Nc1c2c(n(CCOCP3(OC(c4cc(Cl)ccc4)CCO3)=O)cn2)ncn1,0
CCN(CCCC(Nc1c(c2nc(c13)cc(Cl)cc3)cc(OC)cc2)C)CC,0
O=C(c1ccc(Cl)cc1)NC(C(O)=O)CC(c(c2NC3=O)cccc2)=C3,0
CCOc1c(OC(C2OCCNC2)c3ccccc3)cccc1,0
OC(c1ccc(F)cc1)CCCN2CCC(c3ccc(Cl)cc3)(O)CC2,0
COC1C(C)C(OC(=O)C)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)CC(C(=O)c(c2c(C(=O)C3(C)OC=C1)c4O3)c(O)c4C)=C(C2=N5)NC56CCN(CC(C)C)CC6,0
COC1C(C)C(OC(=O)C)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)NC(=C2C(c(c(C(=O)C3(C)OC=C1)c4O3)c5c(O)c4C)=Nc(c6O2)c(O)cc(N7CCN(CC(C)C)CC7)c6)C5=O,0
CN(c1ccccc1)C(C(C(=O)N(C)c(c23)cccc2)=C3O)=O,0
C=C(C1Oc2c(c3c(C(=O)C(C4O3)c(c5OC4)cc(OC)c(OC)c5)cc2)C1)C,0
CCCC1OC(SC)(C2O1)C(C)(C3C2)CC(O)C(F)(C34)C(C)(C(=C5)C(F)C4)CCC5=O,0
OCc1c(O)ccc(C(CNCCCCCCOCCCCc2ccccc2)O)c1,0
CC(NC(C1N(CC(C(NC(C(NC(c2nc(c3cc2)cccc3)=O)CC(=O)N)=O)Cc4ccccc4)O)CC(C5C1)CCCC5)=O)(C)C,0
CC=CCC(C(C1N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(COCCO)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C(=O)C(CC)NC1=O)O)C,0
CCC(C(OC1C(C2=CC(C)C1)C(CCC3OC(=O)CC(O)C3)C(C)C=C2)=O)(C)C,0
COC1C(C)=CC=CC=CC(C)CC(C)C(=O)C(OC)C(O)C(C)=CC(C)C(=O)CC(C(CC2CC(OC)C(O)CC2)C)OC(=O)C(N3C(=O)C(=O)C(OC4C1)(O)C(C)CC4)CCCC3,0
O=C1N(c2ccccc2)N(c3ccccc3)C(=O)C1CCS(c4ccccc4)=O,0
CC(c1c(O)c(C(C)(C)C)cc(CC2C(=O)NCS2)c1)(C)C,0
CC(CC1C(=O)N(C)C(=Cc2ccccc2)C(=O)NCC(=O)N(C)C(C)C(=O)N1)C,0
COc1c2c(OCO2)cc(C(OC(=O)C3=C4OC5(C)C(C(C)(C6(O)CC5)C(=O)C=CC6(C)C)(O)C3)=C4)c1,0
CC=Cc1ccccc1,0
O=C1N(C2=NN1CCCN3CCN(c4cc(Cl)ccc4)CC3)C=CC=C2,0
CCCOc1c(C(NC(=O)c(c23)nn(Cc4ncccc4)c2CC)=N3)cc(S(N5CCN(CC)CC5)(=O)=O)cc1,0
CC=CCC(C(C1N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C(=O)C(C(C)C)NC1=O)=O)C,0
C=C1C(=CC=C2C3C(C(C(C=CC(C(C)C)C)C)CC3)(C)CCC2)CC(O)CC1,0
COc1c(Cc2c(c3n(C)c2)cc(NC(OC4CCCC4)=O)cc3)ccc(C(NS(c5c(C)cccc5)(=O)=O)=O)c1,0
CN(C1CC2)C2CC(NC(c3c4c(CC(C)(C)O4)cc(Cl)c3)=O)C1,0
O=C1Nc(c2C1)cc(Cl)c(CCN3CCN(c4c(c5sn4)cccc5)CC3)c2,0
CCCCOc1cc(c2cc1)OC(=O)C=C2,0
CCCCCCOc1cc(c2cc1)OC(=O)C=C2,0
CN(N=O)CCC(C(c1cnccc1)=O)O,0
CC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)OC2C(c3ccc(F)cc3)NCCO2,0
COC(OC1(C(C2(C)C(O)C3)C(OC(c4ccccc4)=O)C(C(C)(C)C(=C5C)C(OC(=O)C)C2=O)(O)CC5OC(C(C(C(C)(C)C)NC(OC(C)(C)C)=O)O)=O)C3OC1)=O,0
CC(C1C(C)(C2CC1)C(O)CC(C23)C(C)(C4CC3O)CCC(O)C4)CCC(O)=O,0
CC(N(c1cc(c2n(c3ncc2)ncc3C(c4sccc4)=O)ccc1)C)=O,0
OCCOCCN1CCN(C(c(c2Sc(c34)cccc3)cccc2)=N4)CC1,0
CC1C(C(CN2CCN(c3nc(N4CCCC4)nc(N5CCCC5)c3)CC2)=O)C(C)(C6C1)CC=C(C67)C(C)(C(=C8)CC7)C=CC8=O,0
CCn1c(COc2c(C(C)(C)C)cc(n3n2)nnc3c4c(F)cccc4)ncn1,0
CC=O,0
C=CC#N,0
Nc1ccccc1,0
c1ccccc1,0
CN(C=O)C,0
FC(OC(C(Cl)F)(F)F)F,0
CCC1(C(=O)NC(=O)C1)C,0
c1cocc1,0
CCCCCCCCCCCCCC(O)=O,0
Cc1c(C)cccc1,0
CCCCCCCCC=CCCCCCCCC(O)=O,0
Cc1ccc(C)cc1,0
CCCCCCCCCCCCCCCCCC(O)=O,0
CC(Cl)(Cl)Cl,0
c1cnc(N2CCNCC2)nc1,0
COc1c(CC(N)C)cccc1,0
COc1ccc(CC(N)C)cc1,0
COc1cc(c2cc1)c(CCN(C)C)c[nH]2,0
COc1cc(c2cc1)c(CCN)c[nH]2,0
COc1ccc(N2CCNCC2)cc1,0
COC1(c(c(c2n(C)c3)c3C4)ccc2)C4N(C)CC(CO)C1,0
CNC(Cc1ccc(OC)cc1)C,0
COc1ccc(CCN2CCC(Nc3n(Cc4ccc(F)cc4)c(c5n3)cccc5)CC2)cc1,0
COc1cc(c2c(Br)c1)cc(C3CCNCC3)o2,0
COc1ncc(C(N2C(=O)N(CCCc3nc4c(CCCN4)cc3)CC2)CC(O)=O)cc1,0
N=C(N1Cc(c2CC1)cccc2)N,0
CC(Nc1c(N2CCN(C(c3[nH]c(c4c3)ccc(NS(=O)(=O)C)c4)=O)CC2)nccc1)C,0
COc1c2c(C(C3O2)(C(C45)CCC3O)CCN4C)c(C5)cc1,0
COc1c(CNC2C(C(c3ccccc3)c4ccccc4)N(CCC25)CC5)cc(C(C)C)cc1,0
OCCN1CCN(CCCN2c(c3Sc(c24)cccc4)cc(C(F)(F)F)cc3)CC1,0
Fc1ccc(C(c2ccc(F)cc2)OCCN3CCN(CCCc4ccccc4)CC3)cc1,0
COc1c(OCCCN2CCOCC2)cc(c3c1)c(Nc4cc(Cl)c(F)cc4)ncn3,0
COc1c2c(C(C(C34)CCC5=O)(C5O2)CCN3C)c(C4)cc1,0
c1cc2c(N(CC3(CCN4CC3)CC4)c(c5S2)cccc5)cc1,0
Clc1cc(N2CCNCC2)ccc1,0
CNC(Cc1ccccc1)C,0
CN1CCC(c2ccccc2)=CC1,0
N=C(NC(NCCc1ccccc1)=N)N,0
COc1cc(c2cc1)c3c(CNCC3)[nH]2,0
COc1cc(C(NCCCc2c(Cl)cccc2)C)ccc1,0
CC1=C(CCN2CCC(c3c(c4on3)ccc(F)c4)CC2)C(=O)N5C(CCCC5)=N1,0
C1CC(N2CC1)C3CC(C(N4C3)CCCC4)C2,0
NS(c1ccc(C(C2(CCCC2)OC3=O)=C3c4ccc(F)cc4)cc1)(=O)=O,0
CCOc1c(OCCNC(Cc2cc(S(=O)(=O)N)c(OC)cc2)C)cccc1,0
CC(NCC(COc1c(N2CCOCC2)nsn1)O)(C)C,0
CN(C1CC2)C2CC(OC(c3c(c4[nH]c3)cccc4)=O)C1,0
NCCc1ccc(O)cc1,0
COC(C1C(C2CCC1O)CC(N3C2)c4c(c(c5[nH]4)cccc5)CC3)=O,0
CC1=C(CCN2CCC(c3c(c4on3)ccc(F)c4)CC2)C(=O)N5C(C(O)CCC5)=N1,0
COc1c(CNC2C(c3ccccc3)NCCC2)cc(OC(F)(F)F)cc1,0
CC(Cc1cc2c(OCO2)cc1)N,0
OCCCOc1cc(CN2CCCCC2)ccc1,0
CNCCCC1(c(c2CO1)ccc(C#N)c2)c3ccc(F)cc3,0
CNCCCN1c(c2CCc(c13)cccc3)cccc2,0
CCOc1c2c(C(C3O2)(C(C45)C=CC3O)CCN4C)c(C5)cc1,0
COC(C(C(c1cc([N+]([O-])=O)ccc1)C(C(OCC=Cc2ccccc2)=O)=C(C)N3)=C3C)=O,0
CC(C1CCC(C(C(=O)c(c2C3=O)cccc2)=C3O)CC1)(C)C,0
Cc1c(C(N2c(c3C(=NOS(O)(=O)=O)CC2)cc(Cl)cc3)=O)cccc1,0
Cc1c(c2ccc(C(C(O)=O)C)cc2)scc1,0
O=C(COC(Cc1c(Nc2c(Cl)cccc2Cl)cccc1)=O)O,0
CC(c1cc(F)c(c2ccccc2)cc1)C(O)=O,0
CN1C2C(C(C3O4)(c(c4c(O)cc5)c5C2)CC1)CCC3=O,0
CCC(C1(CCN(C)CC1)c2cc(O)ccc2)=O,0
CN1S(=O)(=O)c(c2C(O)=C1C(Nc3ncccc3)=O)cc(Cl)s2,0
Cc1sc(NC(C(N(C)S(=O)(=O)c(c23)cccc2)=C3O)=O)nc1,0
CN1S(=O)(=O)c(c2C(O)=C1C(Nc3ncccc3)=O)cccc2,0
O=C(CCCC=CCC1C(NS(c2ccccc2)(=O)=O)C(CC13)CC3)O,0
Cc1onc(NS(c2ccc(N)cc2)(=O)=O)c1,0
COc1c(c2ccc(CC(C(O)=O)NC(c3c(Cl)cccc3Cl)=O)cc2)c(OC)ccc1,0
CCCCC(N(C(C(C)C)C(O)=O)Cc1ccc(c2c(c3[nH]nnn3)cccc2)cc1)=O,0
O=C1C=C(C(=N2)C=C1)Oc(c23)cc(OCOCc4ccccc4)cc3,0
O=C1N(CC(F)(F)F)c(c2C(c3c(F)cccc3)=NC1)ccc(Cl)c2,0
O=C(CC=CCC1C(NS(c2ccccc2)(=O)=O)C(CC13)CC3)O,0
CN(CCCCCN1c(c2Sc(c13)cccc3)cc(C(F)(F)F)cc2)C,0
CCCCC(N(Cc1ccc(c2c(c3n[nH]nn3)cccc2)cc1)C(=O)C45CCCC4)=N5,0
CC1SCC2(C(CCN3C2)CC3)O1,0
CN1S(=O)(=O)c(c2C(=O)C1=C(Nc3ncccc3)O)ccs2,0
O=C(CCC1C(NS(c2ccccc2)(=O)=O)C(CC13)CC3)O,0
COCC(N1C(C)CN(C2(CCN(C(c3c(C)ncnc3C)=O)CC2)C)CC1)c4ccc(C(F)(F)F)cc4,0
Cc1c(Oc2ncc(Br)cn2)ccc(NC(NC(c3c(N(C)C)cccc3)=O)=O)c1,0
CC(OC1C(C(C)(C)C2(O)C(OC(c3ccccc3)=O)C(C4(C)C1=O)C(OC(=O)C)(C5CC4O)CO5)=C(C)C(OC(C(C(c6ccccc6)NC(c7ccccc7)=O)O)=O)C2)=O,0
COCc1c(c2ccc(F)cc2)c(C=CC(CC(CC(O)=O)O)O)c(C(C)C)nc1C(C)C,0
CCN(CCCC(Nc1c(c2ncc1)ccc(Cl)c2)C)CC,0
COc1ccc(C2C(OC(=O)C)C(=O)N(CCN(C)C)c(c3S2)cccc3)cc1,0
CC(n1c(c2c(c3ccc(F)cc3)c1C=CC(CC(CC(O)=O)O)O)cccc2)C,0
CCCCN(CCC(c1c(c2c(c3c1)cc(Cl)cc3Cl)ccc(C(F)(F)F)c2)O)CCCC,0
CC1(Cn(c2C1)c(CC(OCC3C(O)C(O)C(O)C(O)O3)=O)c(c4ccc(Cl)cc4)c2c5ccccc5)C,0
Cc1[nH]nc(Nc2nc(Sc3ccc(NC(C4CC4)=O)cc3)nc(N5CCN(C)CC5)c2)c1,0
CCOP(OCC)(Cc1ccc(C(Nc2c(C#N)cc(Br)cc2)=O)cc1)=O,0
COc1c(OC)cc(CCNCCCC(C(C)C)(c2cc(OC)c(OC)cc2)C#N)cc1,0
O=C(COc1c(Cl)c(Cl)c(C(c2sccc2)=O)cc1)O,0
Cc1cc(Nc2c(S(NC(NC(C)C)=O)(=O)=O)cncc2)ccc1,0
CCCCCc1cc2c(C(C3C(C)(C)O2)CC(C=O)=CC3)c(O)c1,0
COCCC(C(N1C2)C3(C(OC)=O)c4c(c(c5[nH]4)cccc5)CC1)CC2C3,0
COc1cc2c(n(C(c3ccc(Cl)cc3)=O)c(C)c2CC(NCC(c4ccccc4)O)=O)cc1,0
CCC(Cc1cc2c(OCO2)cc1)N,0
CC(N1CCCC1)C(c2cc3c(OCO3)cc2)=O,0
COCCc1ccc(OCC(CNC(C)C)O)cc1,0
COC(C(C(c1cc([N+]([O-])=O)ccc1)C(C(O)=O)=C(C)N2)=C2C)=O,0
COc1ccc(C(C(N2CCCC2)C)=O)cc1,0
CCNc1c(c2n(Cc3cc(OC4CCCC4)c(OC)cc3)cn1)nc(C(C)C)n2,0
CN(Cc1n2c(CN=C(c3ccccc3)c(c24)cc(Cl)cc4)nn1)C,0
CCN(Cc1c(O)ccc(Nc2c(c3ncc2)ccc(Cl)c3)c1)CC,0
CCCCN1C(C(Nc2c(C)cccc2C)=O)CCCC1,0
CN(CCCC1(c(c2CO1)ccc(C#N)c2)c3ccc(F)cc3)C,0
Cc1ccc(S(Nc2n(c3ccccc3)ncc2)(=O)=O)cc1,0
Nc1ccc(S(c2ccc(N)cc2)(=O)=O)cc1,0
COc1c(OC)c(OC)cc(C2C(C3Cc(c24)cc5c(OCO5)c4)C(=O)OC3)c1,0
O=C(c1c(C(c(c2O3)ccc(OCc4ccccc4)c2)=C5C3=CC(=O)C=C5)cccc1)OCc6ccccc6,0
